ISBN,Book-Title,Book-Author,Publisher,Genre,combined_features
192815318,Cranford (The World's Classics),Elizabeth Gaskell,Oxford University Press,,Cranford (The World's Classics) Elizabeth Gaskell Oxford University Press 
312195516,The Red Tent (Bestselling Backlist),Anita Diamant,Picador USA,,The Red Tent (Bestselling Backlist) Anita Diamant Picador USA 
380792664,The Right Hand of Amon,Lauren Haney,Avon,,The Right Hand of Amon Lauren Haney Avon 
393048977,Last Blue: Poems,Gerald Stern,W.W. Norton &amp; Company,,Last Blue: Poems Gerald Stern W.W. Norton &amp; Company 
399137807,The Cat Who Wasn't There,Lilian Jackson Braun,Putnam Pub Group,,The Cat Who Wasn't There Lilian Jackson Braun Putnam Pub Group 
039914739X,Isle of Dogs,Patricia Daniels Cornwell,Putnam Publishing Group,,Isle of Dogs Patricia Daniels Cornwell Putnam Publishing Group 
451203046,Light a Penny Candle,Maeve Binchy,Signet Book,,Light a Penny Candle Maeve Binchy Signet Book 
451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,Onyx Books,,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)) Martha Grimes Onyx Books 
451523318,Turn of the Screw and Short N,Henry James,Signet Book,,Turn of the Screw and Short N Henry James Signet Book 
486281965,The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,Dover Publications,,The Country of the Pointed Firs (Dover Thrift Editions) Sarah Orne Jewett Dover Publications 
486292940,Early Poems (Dover Thrift Editions),William Carlos Williams,Dover Publications,,Early Poems (Dover Thrift Editions) William Carlos Williams Dover Publications 
051762639X,Barchester Towers (Oxford Pocket Classics),Anthony Trollope,Random House Value Publishing,,Barchester Towers (Oxford Pocket Classics) Anthony Trollope Random House Value Publishing 
684824442,REEF,Edith Wharton,Scribner,,REEF Edith Wharton Scribner 
743458303,Wednesday the Rabbi Got Wet,Harry Kemelman,I Books,,Wednesday the Rabbi Got Wet Harry Kemelman I Books 
081296666X,Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,Villard Books,,Things My Girlfriend and I Have Argued About: A Novel Mil Millington Villard Books 
819215635,Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,Morehouse Group,,Listening Hearts: Discerning Call in Community Suzanne G. Farnham Morehouse Group 
880011025,Unattainable Earth,Czeslaw Milosz,Ecco Press,,Unattainable Earth Czeslaw Milosz Ecco Press 
1561011525,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther,Cowley Publications,,"The Practice of Prayer (New Church's Teaching Series, Vol 4) Margaret Guenther Cowley Publications "
1877727083,Vertical Poetry: Recent Poems,Roberto Juarroz,White Pine Press (NY),,Vertical Poetry: Recent Poems Roberto Juarroz White Pine Press (NY) 
486206173,Rubinstein's Chess Masterpieces,Akiba Rubinstein,Dover Publications,,Rubinstein's Chess Masterpieces Akiba Rubinstein Dover Publications 
312278586,The Nanny Diaries: A Novel,Emma McLaughlin,St. Martin's Press,,The Nanny Diaries: A Novel Emma McLaughlin St. Martin's Press 
8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho,Fabbri - RCS Libri,,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra P Coelho Fabbri - RCS Libri 
887641486X,I Giorni Dell'abbandono,Elena Ferrante,Edizioni E/O,,I Giorni Dell'abbandono Elena Ferrante Edizioni E/O 
140370900,The Gizmo,Paul Jennings,Puffin,,The Gizmo Paul Jennings Puffin 
674511255,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely",Harvard University Press,,"The Last Best Hope of Earth: Abraham Lincoln and the Promise of America Mark E., Jr. Neely Harvard University Press "
30096189,Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,Saunders College Publishing,,Organic Chemistry (Saunders Golden Sunburst Series) Stephen J. Weininger Saunders College Publishing 
312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,St. Martin's Press,,Secrets of St. John's Wort: A Lynn Sonberg Book Larry Katzenstein St. Martin's Press 
345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,Ballantine Books,,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family David Steinman Ballantine Books 
395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,Houghton Mifflin,,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes Alfie Kohn Houghton Mifflin "
080521061X,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,Schocken Books,,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood Paula Polk Lillard Schocken Books 
823032612,Oil Painting Techniques (Artist's Painting Library),David Lewis,Watson-Guptill Publications,,Oil Painting Techniques (Artist's Painting Library) David Lewis Watson-Guptill Publications 
679310002,Going down swinging,Billie Livingston,Random House Canada,,Going down swinging Billie Livingston Random House Canada 
312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,Thomas Dunne Books,,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)) Adele Lang Thomas Dunne Books 
316171107,Like a Hole in the Head,Jen Banbury,Little Brown &amp; Co,,Like a Hole in the Head Jen Banbury Little Brown &amp; Co 
380710218,Postmortem,Patricia Daniels Cornwell,Harper Mass Market Paperbacks (Mm),,Postmortem Patricia Daniels Cornwell Harper Mass Market Paperbacks (Mm) 
515118656,The Cove,Catherine Coulter,Jove Books,,The Cove Catherine Coulter Jove Books 
553289063,An Inconvenient Woman,Dominick Dunne,Bantam Books,,An Inconvenient Woman Dominick Dunne Bantam Books 
671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,Pocket,,Shock Wave (Dirk Pitt Adventures (Paperback)) Clive Cussler Pocket 
671673688,While My Pretty One Sleeps,Mary Higgins Clark,Pocket,,While My Pretty One Sleeps Mary Higgins Clark Pocket 
1561672033,Antipodes 10,John Pascal,Noble House,,Antipodes 10 John Pascal Noble House 
425178242,Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,Berkley Publishing Group,,Kick Ass: Selected Columns of Carl Hiaasen Carl Hiaasen Berkley Publishing Group 
618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,Houghton Mifflin Company,,Everything Is Illuminated: A Novel Jonathan Safran Foer Houghton Mifflin Company 
156027321,Life of Pi,Yann Martel,Harvest Books,,Life of Pi Yann Martel Harvest Books 
375403582,Rules of the Wild,Francesca Marciano,Random House Inc,,Rules of the Wild Francesca Marciano Random House Inc 
385721420,Three Junes,JULIA GLASS,Anchor,,Three Junes JULIA GLASS Anchor 
451202341,Back Roads,Tawni O'Dell,Signet Book,,Back Roads Tawni O'Dell Signet Book 
743418190,In Her Shoes : A Novel,Jennifer Weiner,Atria Books,,In Her Shoes : A Novel Jennifer Weiner Atria Books 
385335407,The Kiss,Danielle Steel,Delacorte Press,,The Kiss Danielle Steel Delacorte Press 
965746828,Home Spun: A Collection,Leon Hale,Winedale Publishing,,Home Spun: A Collection Leon Hale Winedale Publishing 
60923245,Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,Perennial,,Sweet Hereafter Movie Tie-In : A Novel Russell Banks Perennial 
486272664,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,Dover Publications,,The Rime of the Ancient Mariner and Other Poems Samuel Taylor Coleridge Dover Publications 
786015276,11th Hour,Bradley Warshauer,Pinnacle Books,,11th Hour Bradley Warshauer Pinnacle Books 
60913509,In Country RI,Bobbie Ann Mason,Perennial,,In Country RI Bobbie Ann Mason Perennial 
553272837,Brazen Virtue,Nora Roberts,Bantam Books,,Brazen Virtue Nora Roberts Bantam Books 
440225078,Ghost Moon,Karen Robards,Dell Publishing Company,,Ghost Moon Karen Robards Dell Publishing Company 
312145543,Brewing Up a Storm: A John Thatcher Mystery,Emma Lathen,St Martins Pr,,Brewing Up a Storm: A John Thatcher Mystery Emma Lathen St Martins Pr 
425181111,Strangers,Dean R. Koontz,Berkley Publishing Group,,Strangers Dean R. Koontz Berkley Publishing Group 
380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,Avon,,Milk and Honey (Peter Decker/Rina Lazarus Novels) Faye Kellerman Avon 
140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,Penguin Books,,The Deep End of the Ocean (Oprah's Book Club) Jacquelyn Mitchard Penguin Books 
373484100,Night Tales,Nora Roberts,Silhouette,,Night Tales Nora Roberts Silhouette 
449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,Ballantine Books,,A Thousand Acres (Ballantine Reader's Circle) JANE SMILEY Ballantine Books 
553107305,Chopping Spree,DIANE MOTT DAVIDSON,Bantam,,Chopping Spree DIANE MOTT DAVIDSON Bantam 
080213825X,Four Blondes,Candace Bushnell,Grove Press,,Four Blondes Candace Bushnell Grove Press 
515127833,River's End,Nora Roberts,Jove Books,,River's End Nora Roberts Jove Books 
345441133,Summer Island,KRISTIN HANNAH,Ballantine Books,,Summer Island KRISTIN HANNAH Ballantine Books 
515134279,The Straw Men,Michael Marshall,Jove Books,,The Straw Men Michael Marshall Jove Books 
945586051,The Doctor the Patient: The Personal Journey of a Physician With Cancer,Allen Widome,Editech Pr,,The Doctor the Patient: The Personal Journey of a Physician With Cancer Allen Widome Editech Pr 
385490992,The Street Lawyer,John Grisham,Doubleday Books,,The Street Lawyer John Grisham Doubleday Books 
385424728,The Chamber,John Grisham,Doubleday Books,,The Chamber John Grisham Doubleday Books 
312980388,Warlock : A Novel of Ancient Egypt,Wilbur Smith,St. Martin's Paperbacks,,Warlock : A Novel of Ancient Egypt Wilbur Smith St. Martin's Paperbacks 
590419625,The Teacher from the Black Lagoon,Mike Thaler,Scholastic,,The Teacher from the Black Lagoon Mike Thaler Scholastic 
385472951,The Partner,John Grisham,Doubleday Books,,The Partner John Grisham Doubleday Books 
451195663,Primal Scream,Michael Slade,Signet Book,,Primal Scream Michael Slade Signet Book 
425182878,Chosen Prey,John Sandford,Berkley Publishing Group,,Chosen Prey John Sandford Berkley Publishing Group 
553564528,Guilty as Sin,TAMI HOAG,Bantam,,Guilty as Sin TAMI HOAG Bantam 
055356451X,Night Sins,TAMI HOAG,Bantam,,Night Sins TAMI HOAG Bantam 
743412621,The Second Time Around : A Novel,Mary Higgins Clark,Pocket,,The Second Time Around : A Novel Mary Higgins Clark Pocket 
849943728,Three,Ted Dekker,WestBow Press,,Three Ted Dekker WestBow Press 
849943450,The Canopy,Angela Elwell Hunt,WestBow Press,,The Canopy Angela Elwell Hunt WestBow Press 
084994371X,Blink,Ted Dekker,WestBow Press,,Blink Ted Dekker WestBow Press 
590406019,Last Battle,C. S. Lewis,Scholastic Paperbacks (Mm),,Last Battle C. S. Lewis Scholastic Paperbacks (Mm) 
20442408,Prince Caspian,C. S. Lewis,MacMillan Publishing Company.,,Prince Caspian C. S. Lewis MacMillan Publishing Company. 
553225987,Robert's Rules of Order,William Eisner,Bantam Books,,Robert's Rules of Order William Eisner Bantam Books 
042517736X,Abduction,Robin Cook,Berkley Publishing Group,,Abduction Robin Cook Berkley Publishing Group 
671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,Pocket,,And Never Let Her Go : Thomas Capano: The Deadly Seducer Ann Rule Pocket 
038549825X,Not a Day Goes By : A Novel,E. LYNN HARRIS,Anchor,,Not a Day Goes By : A Novel E. LYNN HARRIS Anchor 
553202294,Sun Signs,Linda Goodman,Bantam Doubleday Dell,,Sun Signs Linda Goodman Bantam Doubleday Dell 
345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,Ballantine Books,,"The Vampire Lestat (Vampire Chronicles, Book II) ANNE RICE Ballantine Books "
345369947,The Mummy or Ramses the Damned,Anne Rice,Ballantine Books,,The Mummy or Ramses the Damned Anne Rice Ballantine Books 
067170124X,HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner,Pocket,,HIS LITTLE WOMEN : HIS LITTLE WOMEN Judith Rossner Pocket 
345353625,Her Mother's Daughter,Marilyn French,Ballantine Books,,Her Mother's Daughter Marilyn French Ballantine Books 
308102282,Your Erroneous Zones,Wayne W. Dyer,Harpercollins,,Your Erroneous Zones Wayne W. Dyer Harpercollins 
006017143X,The Night Listener,Armistead Maupin,HarperCollins Publishers,,The Night Listener Armistead Maupin HarperCollins Publishers 
805056491,Organizing from the Inside Out,Julie Morgenstern,Henry Holt &amp; Company,,Organizing from the Inside Out Julie Morgenstern Henry Holt &amp; Company 
679401377,The Hellfire Club,Peter Straub,Random House Inc,,The Hellfire Club Peter Straub Random House Inc 
1562827049,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Jack,Hyperion Books,,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate Jack Hyperion Books "
385306032,Vanished,Danielle Steel,Delacorte Press,,Vanished Danielle Steel Delacorte Press 
816152446,The Women in His Life (G K Hall Large Print Book Series),Barbara Taylor Bradford,Thorndike Pr,,The Women in His Life (G K Hall Large Print Book Series) Barbara Taylor Bradford Thorndike Pr 
821772953,The Morning After,Lisa Jackson,Zebra Books,,The Morning After Lisa Jackson Zebra Books 
345379454,Missing Susan,SHARYN MCCRUMB,Ballantine Books,,Missing Susan SHARYN MCCRUMB Ballantine Books 
553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,Bantam Books,,Hiding in the Shadows (Shadows Trilogy (Paperback)) Kay Hooper Bantam Books 
743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,Simon &amp; Schuster,,Kitchen Privileges : A Memoir Mary Higgins Clark Simon &amp; Schuster 
688169678,We Are Our Mothers' Daughters,Cokie Roberts,Perennial,,We Are Our Mothers' Daughters Cokie Roberts Perennial 
439319552,Horus's Horrible Day (First Graders from Mars),Shana Corey,Scholastic,,Horus's Horrible Day (First Graders from Mars) Shana Corey Scholastic 
590870157,My Garden (Beginning Literacy),Jesse S. Ostrow,Scholastic,,My Garden (Beginning Literacy) Jesse S. Ostrow Scholastic 
307001164,101 Dalmatians,Justine Korman,Golden Books Publishing Company,,101 Dalmatians Justine Korman Golden Books Publishing Company 
440441501,In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF,Yearling,,In the Dinosaur's Paw (Kids of the Polk Street School) PATRICIA REILLY GIFF Yearling 
590687301,Ralph S. Mouse,Beverly Cleary,Scholastic,,Ralph S. Mouse Beverly Cleary Scholastic 
439061644,"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,Apple Signature (Scholastic),,"The First Journey (Animorphs. Alternamorphs, 1) K. A. Applegate Apple Signature (Scholastic) "
439569842,How Do Dinosaurs Learn to Read,Jane Yolen,"Scholastic, Inc.",,"How Do Dinosaurs Learn to Read Jane Yolen Scholastic, Inc. "
307118703,My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche,Golden Books,,My First Book about Space (Golden Look-Look Books (Paperback)) Dinah L. Moche Golden Books 
590418858,You Be the Jury #02,Marvin Miller,Scholastic,,You Be the Jury #02 Marvin Miller Scholastic 
030720152X,Comic Characters,Craig Boldman,Golden Books,,Comic Characters Craig Boldman Golden Books 
816728739,The Time Machine (Troll Illustrated Classics),H. G. Wells,Troll Communications Llc,,The Time Machine (Troll Illustrated Classics) H. G. Wells Troll Communications Llc 
865050880,I Like School (in My World Series),Bobbie Kalman,Crabtree Publishing Company,,I Like School (in My World Series) Bobbie Kalman Crabtree Publishing Company 
812519655,Sacred Ground,Mercedes Lackey,Tor Books,,Sacred Ground Mercedes Lackey Tor Books 
812524853,Burning Water (Burning Water),Mercedes Lackey,Tor Books,,Burning Water (Burning Water) Mercedes Lackey Tor Books 
449211770,The Tightrope Walker,Dorothy Gilman,Fawcett Books,,The Tightrope Walker Dorothy Gilman Fawcett Books 
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,Inner Ocean Publishing,,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change Moveon Inner Ocean Publishing 
812521129,Children of the Night,Mercedes Lackey,Tor Books,,Children of the Night Mercedes Lackey Tor Books 
345251733,Rainbow the Stormy Life of Judy Garland,Christopher Finch,Ballantine Books,,Rainbow the Stormy Life of Judy Garland Christopher Finch Ballantine Books 
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,Vintage,,Cold Mountain (MTI) (Vintage Contemporaries) CHARLES FRAZIER Vintage 
312995431,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,St. Martin's Paperbacks,,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery) Julia Spencer-Fleming St. Martin's Paperbacks 
312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,St. Martin's Minotaur,,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery Julia Spencer-Fleming St. Martin's Minotaur 
446394521,Daisy Fay and the Miracle Man,Fannie Flagg,Warner Books,,Daisy Fay and the Miracle Man Fannie Flagg Warner Books 
590021117,Little House On the Prairie,Laura Ingall Wilder,Scholastic Inc,,Little House On the Prairie Laura Ingall Wilder Scholastic Inc 
